id,alert_id,entity_id,investigator,narrative,investigation_depth,sla_hours
case-010862,al-019928,ent-008,analyst-09,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,16
case-010863,al-019930,ent-010,analyst-11,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-010864,al-019932,ent-012,analyst-13,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,20
case-010865,al-019934,ent-002,analyst-15,Validated the indicator against historical activity and documented the affected service boundary.,4,22
case-010866,al-019935,ent-003,analyst-16,"Checked source integrity, confirmed the event was isolated, and recorded remediation evidence.",1,2
case-010867,al-019936,ent-004,analyst-17,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,24
case-010868,al-019938,ent-006,analyst-19,Validated the indicator against historical activity and documented the affected service boundary.,4,26
case-010869,al-019940,ent-008,analyst-21,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,28
case-010870,al-019941,ent-009,analyst-22,"Correlated telemetry with endpoint logs, reviewed operator actions, and confirmed containment.",1,2
case-010871,al-019942,ent-010,analyst-23,Validated the indicator against historical activity and documented the affected service boundary.,4,30
case-010872,al-019944,ent-012,analyst-01,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,8
case-010873,al-019946,ent-002,analyst-03,Validated the indicator against historical activity and documented the affected service boundary.,4,10
case-010874,al-019948,ent-004,analyst-05,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,12
case-010875,al-019950,ent-006,analyst-07,Validated the indicator against historical activity and documented the affected service boundary.,4,14
case-010876,al-019952,ent-008,analyst-09,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,16
case-010877,al-019954,ent-010,analyst-11,Validated the indicator against historical activity and documented the affected service boundary.,4,18
case-010878,al-019956,ent-012,analyst-13,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,20
case-010879,al-019958,ent-002,analyst-15,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-010880,al-019960,ent-004,analyst-17,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,24
case-010881,al-019962,ent-006,analyst-19,Validated the indicator against historical activity and documented the affected service boundary.,4,26
case-010882,al-019964,ent-008,analyst-21,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,28
case-010883,al-019966,ent-010,analyst-23,Validated the indicator against historical activity and documented the affected service boundary.,4,30
case-010884,al-019968,ent-012,analyst-01,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,8
case-010885,al-019970,ent-002,analyst-03,Validated the indicator against historical activity and documented the affected service boundary.,4,10
case-010886,al-019972,ent-004,analyst-05,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,12
case-010887,al-019974,ent-006,analyst-07,Validated the indicator against historical activity and documented the affected service boundary.,4,14
case-010888,al-019975,ent-007,analyst-08,"Checked source integrity, confirmed the event was isolated, and recorded remediation evidence.",1,2
case-010889,al-019976,ent-008,analyst-09,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,16
case-010890,al-019978,ent-010,analyst-11,Validated the indicator against historical activity and documented the affected service boundary.,4,18
case-010891,al-019980,ent-012,analyst-13,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,20
case-010892,al-019982,ent-002,analyst-15,Validated the indicator against historical activity and documented the affected service boundary.,4,22
case-010893,al-019984,ent-004,analyst-17,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,24
case-010894,al-019986,ent-006,analyst-19,Validated the indicator against historical activity and documented the affected service boundary.,4,26
case-010895,al-019988,ent-008,analyst-21,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,28
case-010896,al-019990,ent-010,analyst-23,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-010897,al-019992,ent-012,analyst-01,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-010898,al-019994,ent-002,analyst-03,Validated the indicator against historical activity and documented the affected service boundary.,4,10
case-010899,al-019995,ent-003,analyst-04,"Checked source integrity, confirmed the event was isolated, and recorded remediation evidence.",1,2
case-010900,al-019996,ent-004,analyst-05,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,12
case-010901,al-019998,ent-006,analyst-07,Validated the indicator against historical activity and documented the affected service boundary.,4,14
case-010902,al-020000,ent-008,analyst-09,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,16
case-010903,al-020002,ent-010,analyst-11,Validated the indicator against historical activity and documented the affected service boundary.,4,18
case-010904,al-020004,ent-012,analyst-13,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,20
case-010905,al-020006,ent-002,analyst-15,Validated the indicator against historical activity and documented the affected service boundary.,4,22
case-010906,al-020008,ent-004,analyst-17,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,24
case-010907,al-020009,ent-005,analyst-18,"Correlated telemetry with endpoint logs, reviewed operator actions, and confirmed containment.",1,2
case-010908,al-020010,ent-006,analyst-19,Validated the indicator against historical activity and documented the affected service boundary.,4,26
case-010909,al-020012,ent-008,analyst-21,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,28
case-010910,al-020014,ent-010,analyst-23,Validated the indicator against historical activity and documented the affected service boundary.,4,30
case-010911,al-020016,ent-012,analyst-01,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,8
case-010912,al-020018,ent-002,analyst-03,Validated the indicator against historical activity and documented the affected service boundary.,4,10
case-010913,al-020020,ent-004,analyst-05,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,12
case-010914,al-020022,ent-006,analyst-07,Validated the indicator against historical activity and documented the affected service boundary.,4,14
case-010915,al-020024,ent-008,analyst-09,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,16
case-010916,al-020026,ent-010,analyst-11,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-010917,al-020028,ent-012,analyst-13,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,20
case-010918,al-020030,ent-002,analyst-15,Validated the indicator against historical activity and documented the affected service boundary.,4,22
case-010919,al-020032,ent-004,analyst-17,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,24
